Video Title,Genre,Comment,Error,Category,Correct Form
SURONGO | Official Foretaste | Afran Nisho | Tama Mirza | Raihan Rafi | Alpha-i | Chorki,Entertainment,এটা কি নাটক নাকি সিনেমা এটা তো নাটকের মতো দেখা জায় এটা কি নাটক নাকি কেও জানলে বইলেন,1,Spelling,এটা কি নাটক নাকি সিনেমা এটা তো নাটকের মতো দেখা যায় এটা কি নাটক নাকি কেউ জানলে বইলেন
বিদ্যুৎ কেন নাই ব্যাখ্যা দিলেন প্রধানমন্ত্রী | Load Shedding Bangladesh | Sheikh Hasina | Somoy TV,News,জনগণের  বিদ্যুৎ বিল বাকি নেই তাইলে কয়লার বিল বাকি কেন,0,,জনগণের  বিদ্যুৎ বিল বাকি নেই তাইলে কয়লার বিল বাকি কেন
হিরো আলম - শামীম ওসমান ইস্যুতে যে বার্তা দিল যুক্তরাষ্ট্র | Hero Alam | Shamim Osman | USA |ATN News,Politics,হিরো আলম ভাইয়ের বিচার চাই বিশ্বের জনগণের কাছ থেকে,0,,হিরো আলম ভাইয়ের বিচার চাই বিশ্বের জনগণের কাছ থেকে
আমি বিশ্বের সবচেয়ে উষ্ণ স্থানে গিয়েছিলাম (৭০.৭°সে.) লুত মরুভূমি,Miscellaneous,রহি ভাই মনে নতুন অভিজ্ঞতা মাশাআল্লাহ মাশাআল্লাহ অনেক সুন্দর হয়েছে থ্যাংক ইউ আপনাকে ধন্যবাদ,1,Code Switching,রহি ভাই মনে নতুন অভিজ্ঞতা মাশাআল্লাহ মাশাআল্লাহ অনেক সুন্দর হয়েছে ধন্যবাদ আপনাকে ধন্যবাদ
Oniket Prantor || অনিকেত প্রান্তর || Artcell || Bangla New Band Song || Official Lyrical Video,Entertainment,৪ বছর পর শুনতে এলাম আবার,0,,৪ বছর পর শুনতে এলাম আবার
"পূজা মণ্ডপে কোরআন: ঢাকা ও নোয়াখালীতে জুমার নামাজের পর বিক্ষোভ, সংঘর্ষ ও হামলা | BBC Bangla",News,যেই বির সেনারা জিয়াকে খুন করেছে তাদেরকে শ্রদ্ধার সাথে সরন করছি তাদের কে শুভেচ্ছা ও অভিনন্দন জানাই ৮১ সালের হাতিয়ার গোর্জ উঠো আরেক বার,1,Spelling,যেই বীর  সেনারা জিয়াকে খুন করেছে তাদেরকে শ্রদ্ধার সাথে স্মরণ তাদের কে শুভেচ্ছা ও অভিনন্দন জানাই ৮১ সালের হাতিয়ার গোর্জ উঠো আরেক বার
বাংলাদেশে বিরল এক রোগে মৃত্যুর অপেক্ষায় যে শিশুরা | BBC Bangla,News,সরকারি ভাবে চিকিৎসার  উদ্দোগ নেওয়া  হউক,0,,সরকারি ভাবে চিকিৎসার  উদ্দোগ নেওয়া  হউক
চাপাতি দিয়ে কুপিয়ে যুবলীগ কর্মীকে হ'ত্যা | Jubo League workers | Murder | Rtv News,News,মানুষ তুমি মানবিক মানুষ হও,0,,মানুষ তুমি মানবিক মানুষ হও
চোর কে জেনেও যেন অন্ধ রেলওয়ে কর্তৃপক্ষ! | Nilphamari | Railway | Channel 24,News,এইসব সরকারি কর্মকর্তাদের গনধোলাই দিয়ে রাস্তার পাশে ফেলে দেয়া দরকার শীঘ্রই,1,Spelling,এইসব সরকারি কর্মকর্তাদের গণধোলাই দিয়ে রাস্তার পাশে ফেলে দেয়া দরকার শীঘ্রই
পথ শিশুর কথাগুলে প্রধানমন্ত্রীর কলিজা কাপিয়ে দিবে || A heart-wrenching story of a poor Boy,Miscellaneous,হে আল্লাহ তুমি তাদের মনের অাশা পরুন করেদীন,1,Spelling,হে আল্লাহ তুমি তাদের মনের আশা পুরন করে দিন
Tejpata | তেজপাতা | Eid Natok 2021 | Apurba | Sabila Nur | New Bangla Natok 2021,Entertainment,পূর্ণিমার চাঁদের ছেয়েও সুন্দর ছিলেন বিশ্ব নবী হযরত মুহাম্মদ সাঃ,1,Spelling,পূর্ণিমার চাঁদের চেয়েও সুন্দর ছিলেন বিশ্ব নবী হযরত মুহাম্মদ সাঃ
টেলিগ্রাম দানবের খোঁজে! | সার্চলাইট | পর্ব-২৩২ | ২৬ মে ২০২৩ | Pom Pom group | Searchlight,News,এই কারনে আমাদের দৈনদিন জীবনে ইসলাম প্রয়োজন,0,,এই কারনে আমাদের দৈনদিন জীবনে ইসলাম প্রয়োজন
"যতই লটরপটর ঘটরঘটর করো না কেন, তুমি গিয়ে বিয়ে করবা তোমার ঐ পেয়ার কেই 😜 Lovely Wife Natok Clip Nisho",Entertainment,নাটকের নামটা দিলে কি কষ্ট লাগে,0,,নাটকের নামটা দিলে কি কষ্ট লাগে
